,"LTC / Addresses, active, count","LTC / NVT, adjusted, 90d MA","LTC / NVT, adjusted, free float,  90d MA","LTC / NVT, adjusted","LTC / NVT, adjusted, free float","LTC / Fees, transaction, mean, USD","LTC / Fees, transaction, median, USD","LTC / Fees, total, USD","LTC / Miner revenue, USD","LTC / Capitalization, market, free float, USD","LTC / Capitalization, realized, USD","LTC / Capitalization, market, current supply, USD","LTC / Capitalization, market, estimated supply, USD","LTC / Volatility, daily returns, 30d","LTC / Volatility, daily returns, 180d","LTC / Difficulty, last","LTC / Difficulty, mean","LTC / Hash rate, mean","LTC / Block, size, mean, bytes","LTC / Block, weight, mean","LTC / Issuance, continuous, percent, daily",LTC / Network distribution factor,"LTC / Transactions, count","LTC / Transactions, transfers, count","LTC / Transactions, transfers, value, mean, USD",Google_ltc_search,Wiki_ltc_search,Close_^DJI,Close_^GSPC,Close_GC=F,Close_^VIX,Close_^IXIC,Close_SMH,Close_VGT,Close_XSD,Close_IYW,Close_FTEC,Close_IGV,Close_QQQ,Google_crypto_search,Wiki_crypto_search,RGDP_US,RGDP_PC_US,CPI_US,M2_US,USD_EUR_rate
2011-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,0.8387096774193549,,11670.75,1271.8699951171875,1422.5999755859375,17.610000610351562,2691.52001953125,13.984542846679688,54.802860260009766,25.706247329711914,14.606603622436523,,57.40815353393555,49.04972839355469,0.0,,16920.632,54341.0,0.168134177699841,8888.5,1.3371
2011-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,0.8387096774193549,,11691.1796875,1270.199951171875,1378.5,17.3799991607666,2681.25,13.993098258972168,54.8733024597168,25.9661865234375,14.640243530273438,,57.19462966918945,49.014251708984375,0.0,,16920.632,54341.0,0.168134177699841,8888.5,1.3306
2011-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,0.8387096774193549,,11722.8896484375,1276.56005859375,1373.4000244140625,17.020000457763672,2702.199951171875,13.96743106842041,55.260860443115234,26.25861930847168,14.723224639892578,,57.86431121826172,49.431060791015625,0.0,,16920.632,54341.0,0.168134177699841,8888.5,1.3171
2011-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,0.8387096774193549,,11697.3095703125,1273.8499755859375,1371.4000244140625,17.399999618530273,2709.889892578125,14.070099830627441,55.736473083496094,26.667097091674805,14.860031127929688,,58.12636184692383,49.5906867980957,0.0,,16920.632,54341.0,0.168134177699841,8888.5,1.3027
2011-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,0.8387096774193549,,11674.759765625,1271.5,1368.5,17.139999389648438,2703.169921875,14.04443359375,55.6043701171875,26.806354522705078,14.812932968139648,,57.67020034790039,49.54634094238281,0.0,,16920.632,54341.0,0.168134177699841,8888.5,1.2944
2011-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,0.8387096774193549,,,,,,,,,,,,,,0.0,,16920.632,54341.0,0.168134177699841,8888.5,1.2944
2011-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,0.8387096774193549,,,,,,,,,,,,,,0.0,,16920.632,54341.0,0.168134177699841,8888.5,1.2944
2011-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,0.8387096774193549,,11637.4501953125,1269.75,1373.699951171875,17.540000915527344,2707.800048828125,14.082934379577637,55.780521392822266,27.15448570251465,14.873481750488281,,57.93224334716797,49.732582092285156,0.0,,16920.632,54341.0,0.168134177699841,8887.3,1.2945
2011-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,0.8387096774193549,,11671.8798828125,1274.47998046875,1384.0,16.889999389648438,2716.830078125,14.189881324768066,55.87741470336914,27.186981201171875,14.893668174743652,,57.815773010253906,49.80352783203125,0.0,,16920.632,54341.0,0.168134177699841,8887.3,1.2978
2011-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,0.8387096774193549,,11755.4404296875,1285.9599609375,1385.699951171875,16.239999771118164,2737.330078125,14.33961009979248,56.38825988769531,27.711502075195312,15.025989532470703,,58.11664581298828,50.15825271606445,0.0,,16920.632,54341.0,0.168134177699841,8887.3,1.3066
2011-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,0.8387096774193549,,11731.900390625,1283.760009765625,1386.9000244140625,16.389999389648438,2735.2900390625,14.343889236450195,56.33542251586914,27.804338455200195,15.023740768432617,,58.13607406616211,50.175987243652344,0.0,,16920.632,54341.0,0.168134177699841,8887.3,1.3364
2011-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,0.8387096774193549,,11787.3798828125,1293.239990234375,1360.4000244140625,15.460000038146973,2755.300048828125,14.720345497131348,56.87270736694336,28.236026763916016,15.17175579071045,,58.63105392456055,50.548458099365234,0.0,,16920.632,54341.0,0.168134177699841,8887.3,1.3328
2011-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,0.8387096774193549,,,,,,,,,,,,,,0.0,,16920.632,54341.0,0.168134177699841,8887.3,1.3328
2011-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,0.8387096774193549,,,,,,,,,,,,,,0.0,,16920.632,54341.0,0.168134177699841,8887.3,1.3328
2011-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,0.8387096774193549,,,,,,,,,,,,,,0.0,,16920.632,54341.0,0.168134177699841,8910.1,
2011-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,0.8387096774193549,,11837.9296875,1295.02001953125,1368.0999755859375,15.869999885559082,2765.85009765625,14.797347068786621,57.12812423706055,28.245304107666016,15.203160285949707,,59.04838943481445,50.690338134765625,0.0,,16920.632,54341.0,0.168134177699841,8910.1,1.3399
2011-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,0.8387096774193549,,11825.2900390625,1281.9200439453125,1370.199951171875,17.309999465942383,2725.360107421875,14.604839324951172,56.53799819946289,27.53975486755371,15.082050323486328,,58.59223175048828,50.11390686035156,0.0,,16920.632,54341.0,0.168134177699841,8910.1,1.3495
2011-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,0.8387096774193549,,11822.7998046875,1280.260009765625,1346.5,17.989999771118164,2704.2900390625,14.489335060119629,56.01833724975586,27.173057556152344,14.922818183898926,,57.679908752441406,49.759178161621094,0.0,,16920.632,54341.0,0.168134177699841,8910.1,1.3443
