,ETH / NVT,ETH / Exchange Deposits (USD),ETH / Exchange Withdrawals (USD),ETH / Mean Tx Fee (USD),ETH / Realized Market Cap (USD),ETH / 30 Day Volatility,ETH / Mean Hash Rate,ETH / Miner Revenue per Hash (USD),ETH / Tx Cnt,ETH / Active Addr Cnt,Google_eth_search,Wiki_eth_search,Close_^DJI,Close_^GSPC,Close_GC=F,Close_^VIX,Close_^IXIC,Close_SMH,Close_VGT,Close_XSD,Close_IYW,Close_FTEC,Close_IGV,Close_QQQ,Google_crypto_search,Wiki_crypto_search,RGDP_US,RGDP_PC_US,CPI_US,M2_US,USD_EUR_rate,ETH-USD
2011-01-18,,,,,,,,,,,0.7272727272727273,,11837.9296875,1295.02001953125,1368.0999755859375,15.869999885559082,2765.85009765625,14.73205280303955,56.68798828125,28.160846710205078,15.14124584197998,,11.809677124023438,50.31583786010742,0.0,,16920.632,54341.0,0.1681342,8932.8,1.3399,
2011-01-19,,,,,,,,,,,0.7272727272727273,,11825.2900390625,1281.9200439453125,1370.199951171875,17.309999465942383,2725.360107421875,14.540397644042969,56.1024169921875,27.45741081237793,15.020634651184082,,11.718445777893066,49.74367141723633,0.0,,16920.632,54341.0,0.1681342,8932.8,1.3495,
2011-01-20,,,,,,,,,,,0.7272727272727273,,11822.7998046875,1280.260009765625,1346.5,17.989999771118164,2704.2900390625,14.425399780273438,55.58674621582031,27.091808319091797,14.862055778503418,,11.535980224609375,49.39155578613281,0.0,,16920.632,54341.0,0.1681342,8932.8,1.3443,
2011-01-21,,,,,,,,,,,0.7272727272727273,,11871.83984375,1283.3499755859375,1341.0,18.469999313354492,2689.5400390625,14.37003231048584,55.26335906982422,26.939088821411133,14.779409408569336,,11.473867416381836,49.01304244995117,0.0,,16920.632,54341.0,0.1681342,8932.8,1.3581,
2011-01-22,,,,,,,,,,,0.7272727272727273,,,,,,,,,,,,,,0.0,,16920.632,54341.0,0.1681342,8932.8,1.3581,
2011-01-23,,,,,,,,,,,0.7272727272727273,,,,,,,,,,,,,,0.0,,16920.632,54341.0,0.1681342,8932.8,1.3581,
2011-01-24,,,,,,,,,,,0.7272727272727273,,11980.51953125,1290.8399658203125,1344.5,17.649999618530273,2717.550048828125,14.672426223754883,56.05870056152344,27.614757537841797,14.973727226257324,,11.495216369628906,49.690860748291016,0.0,,16920.632,54341.0,0.1681342,8812.7,1.3653,
2011-01-25,,,,,,,,,,,0.7272727272727273,,11977.1904296875,1291.1800537109375,1332.300048828125,17.59000015258789,2719.25,14.587246894836426,56.13737487792969,27.33708381652832,15.018393516540527,,11.384572982788086,49.76126480102539,0.0,,16920.632,54341.0,0.1681342,8812.7,1.3644,
2011-01-26,,,,,,,,,,,0.7272727272727273,,11985.4404296875,1296.6300048828125,1333.0,16.639999389648438,2739.5,14.676685333251953,56.54814910888672,27.30931854248047,15.105512619018555,,11.510746002197266,50.02537536621094,0.0,,16920.632,54341.0,0.1681342,8812.7,1.3688,
2011-01-27,,,,,,,,,,,0.7272727272727273,,11989.830078125,1299.5400390625,1318.4000244140625,16.149999618530273,2755.280029296875,14.962042808532715,56.810359954833984,27.84615707397461,15.208250045776367,,11.549570083618164,50.33346176147461,0.0,,16920.632,54341.0,0.1681342,8812.7,1.3688,
2011-01-28,,,,,,,,,,,0.7272727272727273,,11823.7001953125,1276.3399658203125,1340.699951171875,20.040000915527344,2686.889892578125,14.651131629943848,55.51683807373047,27.13808250427246,14.853117942810059,,11.33992862701416,49.057071685791016,0.0,,16920.632,54341.0,0.1681342,8812.7,1.3607,
2011-01-29,,,,,,,,,,,0.7272727272727273,,,,,,,,,,,,,,0.0,,16920.632,54341.0,0.1681342,8812.7,1.3607,
2011-01-30,,,,,,,,,,,0.7272727272727273,,,,,,,,,,,,,,0.0,,16920.632,54341.0,0.1681342,8812.7,1.3607,
2011-01-31,,,,,,,,,,,0.7272727272727273,,11891.9296875,1286.1199951171875,1333.800048828125,19.530000686645508,2700.080078125,14.655388832092285,55.883907318115234,27.397249221801758,14.949158668518066,,11.421455383300781,49.29473114013672,0.0,,16920.632,54341.0,0.1681342,8812.2,1.3715,
2011-02-01,,,,,,,,,,,0.9090909090909091,,12040.16015625,1307.5899658203125,1339.5999755859375,17.6299991607666,2751.18994140625,15.025927543640137,56.958946228027344,28.072917938232422,15.2127103805542,,11.646625518798828,50.21900939941406,0.0,,16920.632,54341.0,0.22316839999999996,8812.2,1.3793,
2011-02-02,,,,,,,,,,,0.9090909090909091,,12041.9697265625,1304.030029296875,1331.5,17.299999237060547,2749.56005859375,15.059999465942383,57.142478942871094,28.216386795043945,15.25515365600586,,11.768914222717285,50.139774322509766,0.0,,16920.632,54341.0,0.22316839999999996,8812.2,1.3779,
2011-02-03,,,,,,,,,,,0.9090909090909091,,12062.259765625,1307.0999755859375,1352.300048828125,16.690000534057617,2753.8798828125,15.008889198303223,57.212398529052734,28.14697265625,15.264082908630371,,11.761149406433105,50.22782516479492,0.0,,16920.632,54341.0,0.22316839999999996,8812.2,1.3654,
2011-02-04,,,,,,,,,,,0.9090909090909091,,12092.150390625,1310.8699951171875,1348.300048828125,15.930000305175781,2769.300048828125,15.251655578613281,57.67563247680664,28.577367782592773,15.38247013092041,,11.836852073669434,50.509498596191406,0.0,,16920.632,54341.0,0.22316839999999996,8812.2,1.3584,
2011-02-05,,,,,,,,,,,0.9090909090909091,,,,,,,,,,,,,,0.0,,16920.632,54341.0,0.22316839999999996,8812.2,1.3584,
2011-02-06,,,,,,,,,,,0.9090909090909091,,,,,,,,,,,,,,0.0,,16920.632,54341.0,0.22316839999999996,8812.2,1.3584,
2011-02-07,,,,,,,,,,,0.9090909090909091,,12161.6298828125,1319.050048828125,1347.5999755859375,16.280000686645508,2783.989990234375,15.196290016174316,58.00775146484375,28.600507736206055,15.489676475524902,,11.898970603942871,50.74717712402344,0.0,,16920.632,54341.0,0.22316839999999996,8889.7,1.3557,
2011-02-08,,,,,,,,,,,0.9090909090909091,,12233.150390625,1324.5699462890625,1363.4000244140625,15.8100004196167,2797.050048828125,15.183512687683105,58.24374008178711,28.461666107177734,15.556682586669922,,11.924201965332031,51.0816764831543,0.0,,16920.632,54341.0,0.22316839999999996,8889.7,1.3687,
2011-02-09,,,,,,,,,,,0.9090909090909091,,12239.8896484375,1320.8800048828125,1364.800048828125,15.869999885559082,2789.070068359375,15.153701782226562,58.086395263671875,28.443159103393555,15.514240264892578,,11.813560485839844,50.99363708496094,0.0,,16920.632,54341.0,0.22316839999999996,8889.7,1.3688,
2011-02-10,,,,,,,,,,,0.9090909090909091,,12229.2900390625,1321.8699951171875,1361.9000244140625,16.09000015258789,2790.449951171875,15.230362892150879,57.88539505004883,28.50332260131836,15.424912452697754,,11.943613052368164,51.072879791259766,0.0,,16920.632,54341.0,0.22316839999999996,8889.7,1.3637,
2011-02-11,,,,,,,,,,,0.9090909090909091,,12273.259765625,1329.1500244140625,1359.9000244140625,15.6899995803833,2809.43994140625,15.332579612731934,58.14755630493164,28.845779418945312,15.496377944946289,,12.017374038696289,51.442569732666016,0.0,,16920.632,54341.0,0.22316839999999996,8889.7,1.352,
2011-02-12,,,,,,,,,,,0.9090909090909091,,,,,,,,,,,,,,0.0,,16920.632,54341.0,0.22316839999999996,8889.7,1.352,
2011-02-13,,,,,,,,,,,0.9090909090909091,,,,,,,,,,,,,,0.0,,16920.632,54341.0,0.22316839999999996,8889.7,1.352,
2011-02-14,,,,,,,,,,,0.9090909090909091,,12268.1904296875,1332.3199462890625,1364.5999755859375,15.949999809265137,2817.179931640625,15.413497924804688,58.33113098144531,29.19750213623047,15.534346580505371,,12.077549934387207,51.56582260131836,0.0,,16920.632,54341.0,0.22316839999999996,8907.8,1.3474,
2011-02-15,,,,,,,,,,,0.9090909090909091,,12226.6396484375,1328.010009765625,1373.5999755859375,16.3700008392334,2804.35009765625,15.341095924377441,58.042694091796875,28.929094314575195,15.456175804138184,,12.005729675292969,51.495391845703125,0.0,,16920.632,54341.0,0.22316839999999996,8907.8,1.3494,
2011-02-16,,,,,,,,,,,0.9090909090909091,,12288.169921875,1336.3199462890625,1374.699951171875,16.719999313354492,2825.56005859375,15.456092834472656,58.488441467285156,29.165111541748047,15.574553489685059,,12.081429481506348,51.829891204833984,0.0,,16920.632,54341.0,0.22316839999999996,8907.8,1.3547,
2011-02-17,,,,,,,,,,,0.9090909090909091,,12318.1396484375,1340.4300537109375,1384.699951171875,16.59000015258789,2831.580078125,15.583861351013184,58.60206604003906,29.49831771850586,15.599122047424316,,12.124136924743652,51.81228256225586,0.0,,16920.632,54341.0,0.22316839999999996,8907.8,1.3612,
2011-02-18,,,,,,,,,,,0.9090909090909091,,12391.25,1343.010009765625,1388.199951171875,16.43000030517578,2833.949951171875,15.571084022521973,58.56710433959961,29.32708740234375,15.592428207397461,,12.203719139099121,51.69784927368164,0.0,,16920.632,54341.0,0.22316839999999996,8907.8,1.3673,
2011-02-19,,,,,,,,,,,0.9090909090909091,,,,,,,,,,,,,,0.0,,16920.632,54341.0,0.22316839999999996,8907.8,1.3673,
2011-02-20,,,,,,,,,,,0.9090909090909091,,,,,,,,,,,,,,0.0,,16920.632,54341.0,0.22316839999999996,8907.8,1.3673,
2011-02-21,,,,,,,,,,,0.9090909090909091,,,,,,,,,,,,,,0.0,,16920.632,54341.0,0.22316839999999996,8908.8,,
2011-02-22,,,,,,,,,,,0.9090909090909091,,12212.7900390625,1315.43994140625,1400.5,20.799999237060547,2756.419921875,15.119627952575684,56.958946228027344,28.160846710205078,15.163578987121582,,11.831028938293457,50.201412200927734,0.0,,16920.632,54341.0,0.22316839999999996,8908.8,1.3661,
2011-02-23,,,,,,,,,,,0.9090909090909091,,12105.7802734375,1307.4000244140625,1413.4000244140625,22.1299991607666,2722.989990234375,14.898155212402344,56.13737487792969,27.58236312866211,14.95138931274414,,11.60197925567627,49.78767395019531,0.0,,16920.632,54341.0,0.22316839999999996,8908.8,1.3758,
2011-02-24,,,,,,,,,,,0.9090909090909091,,12068.5,1306.0999755859375,1415.300048828125,21.31999969482422,2737.89990234375,15.017406463623047,56.39082717895508,27.971107482910156,15.013933181762695,,11.675741195678711,50.05177307128906,0.0,,16920.632,54341.0,0.22316839999999996,8908.8,1.3794,
2011-02-25,,,,,,,,,,,0.9090909090909091,,12130.4501953125,1319.8800048828125,1408.699951171875,19.219999313354492,2781.050048828125,15.341095924377441,57.212398529052734,28.614397048950195,15.235052108764648,,11.922259330749512,50.74717712402344,0.0,,16920.632,54341.0,0.22316839999999996,8908.8,1.3757,
2011-02-26,,,,,,,,,,,0.9090909090909091,,,,,,,,,,,,,,0.0,,16920.632,54341.0,0.22316839999999996,8908.8,1.3757,
2011-02-27,,,,,,,,,,,0.9090909090909091,,,,,,,,,,,,,,0.0,,16920.632,54341.0,0.22316839999999996,8908.8,1.3757,
2011-02-28,,,,,,,,,,,0.9090909090909091,,12226.33984375,1327.219970703125,1409.300048828125,18.350000381469727,2782.27001953125,15.23887825012207,57.24736404418945,28.188627243041992,15.25738525390625,,11.865968704223633,50.85280227661133,0.0,,16920.632,54341.0,0.22316839999999996,8931.7,1.3793,
2011-03-01,,,,,,,,,,,0.8181818181818182,,12058.01953125,1306.3299560546875,1430.699951171875,21.010000228881836,2737.409912109375,14.99185562133789,56.21602249145508,27.586994171142578,14.975961685180664,,11.574806213378906,50.034149169921875,0.0,,16920.632,54341.0,0.2834055,8931.7,1.3813,
2011-03-02,,,,,,,,,,,0.8181818181818182,,12066.7998046875,1308.43994140625,1437.199951171875,20.700000762939453,2748.070068359375,15.311284065246582,56.52192687988281,27.827646255493164,15.056373596191406,,11.640801429748535,50.29823684692383,0.0,,16920.632,54341.0,0.2834055,8931.7,1.3869,
2011-03-03,,,,,,,,,,,0.8181818181818182,,12258.2001953125,1330.969970703125,1416.0,18.600000381469727,2798.739990234375,15.626452445983887,57.527042388916016,28.37373924255371,15.324393272399902,,11.862086296081543,51.29295349121094,0.0,,16920.632,54341.0,0.2834055,8931.7,1.3947,
2011-03-04,,,,,,,,,,,0.8181818181818182,,12169.8798828125,1321.1500244140625,1428.199951171875,19.059999465942383,2784.669921875,15.511456489562988,57.19493103027344,28.031274795532227,15.226116180419922,,11.813560485839844,51.02885055541992,0.0,,16920.632,54341.0,0.2834055,8931.7,1.3983,
2011-03-05,,,,,,,,,,,0.8181818181818182,,,,,,,,,,,,,,0.0,,16920.632,54341.0,0.2834055,8931.7,1.3983,
2011-03-06,,,,,,,,,,,0.8181818181818182,,,,,,,,,,,,,,0.0,,16920.632,54341.0,0.2834055,8931.7,1.3983,
2011-03-07,,,,,,,,,,,0.8181818181818182,,12090.0302734375,1310.1300048828125,1434.0999755859375,20.65999984741211,2745.6298828125,15.077037811279297,56.329654693603516,27.35097312927246,14.989360809326172,,11.638858795166016,50.34225845336914,0.0,,16920.632,54341.0,0.2834055,9020.0,1.3976,
2011-03-08,,,,,,,,,,,0.8181818181818182,,12214.3798828125,1321.8199462890625,1426.9000244140625,19.81999969482422,2765.77001953125,15.089814186096191,56.74043273925781,27.290809631347656,15.083176612854004,,11.78249740600586,50.544715881347656,0.0,,16920.632,54341.0,0.2834055,9020.0,1.3912,
2011-03-09,,,,,,,,,,,0.8181818181818182,,12213.08984375,1320.02001953125,1429.300048828125,20.219999313354492,2751.719970703125,14.64261245727539,56.28596115112305,26.43001937866211,14.971498489379883,,11.790267944335938,50.201412200927734,0.0,,16920.632,54341.0,0.2834055,9020.0,1.3906,
2011-03-10,,,,,,,,,,,0.8181818181818182,,11984.6103515625,1295.1099853515625,1412.199951171875,21.8799991607666,2701.02001953125,14.37003231048584,55.11478805541992,25.902435302734375,14.667733192443848,,11.555394172668457,49.41796875,0.0,,16920.632,54341.0,0.2834055,9020.0,1.3823,
2011-03-11,,,,,,,,,,,0.8181818181818182,,12044.400390625,1304.280029296875,1421.5,20.079999923706055,2715.610107421875,14.459473609924316,55.45565414428711,26.198623657226562,14.759305953979492,,11.592269897460938,49.72606658935547,0.0,,16920.632,54341.0,0.2834055,9020.0,1.3864,
