,"BTC / Addresses, active, count","BTC / NVT, adjusted, 90d MA","BTC / NVT, adjusted, free float,  90d MA","BTC / NVT, adjusted","BTC / NVT, adjusted, free float","BTC / Flow, in, to exchanges, USD","BTC / Flow, out, from exchanges, USD","BTC / Fees, transaction, mean, USD","BTC / Fees, transaction, median, USD","BTC / Fees, total, USD","BTC / Miner revenue, USD","BTC / Capitalization, market, free float, USD","BTC / Capitalization, realized, USD","BTC / Capitalization, market, current supply, USD","BTC / Capitalization, market, estimated supply, USD","BTC / Volatility, daily returns, 30d","BTC / Volatility, daily returns, 180d","BTC / Difficulty, last","BTC / Difficulty, mean","BTC / Hash rate, mean","BTC / Hash rate, mean, 30d","BTC / Revenue, per hash unit, USD","BTC / Supply, Miner, held by all mining entities, USD","BTC / Block, size, mean, bytes","BTC / Block, weight, mean","BTC / Issuance, continuous, percent, daily",BTC / Network distribution factor,"BTC / Transactions, count","BTC / Transactions, transfers, count","BTC / Transactions, transfers, value, mean, USD"
2013-09-01,57043,59.920119067294486,59.90666009718713,51.64160608,51.63000659,1408938.1682056852,1025942.0091631288,0.0701141197558741,0.065268186002338,3266.68695354593,724480.1422793808,1519042020.1515653,626553549.1049176,1519383296.7493236,,0.0209965216560751,0.0873799866095424,65750060.14908481,65750060.1490846,722.328161216755,470.314488613654,0.011608555892,259208851.12187165,95419.407239819,381677.628959276,0.0474675124353973,0.427279504292,46591,99363,710.7289731534465
2013-09-02,63738,59.58267417499058,59.569297177475605,56.03692327,56.02434234,1909268.478086311,1269236.4343842275,0.1193179122877564,0.0647826858562245,6196.41782092777,702610.2907753411,1508438976.0817218,629290265.2746338,1508777714.0791569,,0.0210391543119727,0.0872858813907481,65750060.14908481,65750060.1490846,702.717441907703,484.069380118715,0.011572309246,257361584.54751632,107739.906976744,430959.62790697673,0.0461574867162888,0.426870044531,51932,106559,774.4689321466205
2013-09-03,72441,59.36510080962818,59.35177820858391,42.44907527,42.43954893,2471967.8908446627,2436983.456054505,0.0776098523970697,0.064591401811806,4055.27000745169,630591.86758197,1504611540.073965,633850177.086563,1504949277.878628,,0.0211747691067234,0.0872433937041925,65750060.14908481,65750060.1490847,634.079924326021,494.114510824759,0.011510405401,256732645.8956692,130918.195876289,523672.78350515466,0.0416317417991444,0.427348947197,52252,103179,1015.2597484372689
2013-09-04,75781,56.36573827626433,56.35309320950476,41.49702458,41.48771516,2578375.281372967,2757923.609218318,0.0626279329876465,0.0612646193746345,3232.603389090364,502539.2512923615,1427615776.0796838,634232564.5327426,1427936118.68676,,0.0240562653253448,0.0873040968655215,86933017.77119441,82384529.9382261,667.543223035941,504.65548332552,0.008713183385,243198248.2218392,144321.411042945,577285.6441717792,0.0349670157767612,0.426650180946,51616,104194,899.0273979217565
2013-09-05,70530,56.38010121061307,56.36745777667647,41.82430444,41.8149252,3293158.637916628,2144478.3418767154,0.0660963450441763,0.0611850425189945,4036.768177228029,551642.8987222288,1426309046.450338,635464111.3527387,1426628972.963139,,0.024085981775188,0.087189257253479,86933017.77119441,86933017.7711944,773.542011809099,518.667788635825,0.008253922443,242991304.51286036,143679.368715084,574717.4748603352,0.0383846214343741,0.426693442845,61074,122057,715.328673535211
2013-09-06,75818,53.90776010003604,53.8956758911564,37.97565292,37.96714013,2706367.1623864505,2011674.592658233,0.0648176972069301,0.0589305732028055,4038.077718294546,549145.8798442454,1374299316.5300448,636100503.0720618,1374607454.794005,,0.0253457091849957,0.0872310734358847,86933017.77119441,86933017.7711944,799.47079432784,533.792227295,0.007950077896,234006779.2068558,151219.567567568,604878.2702702703,0.0396555249445842,0.426745309053,62299,126484,652.1908583884991
2013-09-07,60406,55.00514512093258,54.9928187484355,71.09575522,71.07982303,1565199.241060631,1552201.2301675314,0.0563603364252476,0.059907494739918,2844.4498190458216,437173.7866834513,1397516091.8501985,637280738.4130654,1397829338.276019,,0.024483540283032,0.0871794569609774,86933017.77119441,86933017.7711944,626.612244202902,541.977471441678,0.008074980719,237968983.71307468,152699.806896552,610799.2275862069,0.031071699882911,0.426559779,50469,105662,619.4308380945245
2013-09-08,55602,54.34102310405834,54.32884965345061,82.28848659,82.27005237,1056737.1142758748,765607.5676609902,0.0672994680999481,0.0590286931618935,3066.567563442239,466441.8088843062,1377478871.094901,637952593.8823638,1377787522.411971,,0.0243303053157966,0.0869403848825647,86933017.77119441,86933017.7711944,678.469809240383,552.510902585219,0.007957070416,234528371.0692224,128931.140127389,515724.56050955417,0.033631836098332,0.42700371538,45566,94633,444.5437653645217
2013-09-09,75151,55.79203848150758,55.77954583788738,52.47372427,52.46197464,1713249.037559054,1293874.626924929,0.0639032959919779,0.0606296363237875,3725.306543148351,619116.1152295915,1415453483.417852,640609947.8820072,1415770494.889775,,0.0245668675239856,0.0868695418542867,86933017.77119441,86933017.7711944,877.257141884062,568.741175906795,0.008168295744,240781453.58623576,126053.906403941,504215.62561576354,0.0434668479748446,0.426575677112,58296,116829,569.9213834675933
2013-09-10,70346,56.23949227456507,56.226904587608885,52.68760215,52.67580945,1324383.4019146028,2353024.813560569,0.0587910663825913,0.0611077650946815,3092.0573453260085,586671.2139995344,1427199409.494583,642213093.0907738,1427518920.9370587,,0.024565265189191,0.0868680770184886,86933017.77119441,86933017.7711944,825.399576846581,582.871102829753,0.008226532068,242747528.22679505,124024.952879581,496099.8115183246,0.040880660010526,0.426105276746,52594,107245,622.685521995257
2013-09-11,74178,58.5351989297028,58.52210301696085,55.49664531,55.4842292,1555472.036411398,2624849.403054236,0.0585840752089107,0.0635441135300995,2837.5782668188,638278.7135678137,1484736866.9769726,644896447.4845502,1485069117.2457132,,0.0251814737349258,0.0869033917529693,86933017.77119441,86933017.7711944,864.292750624692,598.297468878648,0.008547433847,252502217.18915296,105987.59,423950.36,0.042788657303676,0.425275508803,48436,101461,743.1607833338951
2013-09-12,78649,58.56770652712473,58.55460930994234,52.45235735,52.44062768,2177704.5774623663,1861446.837181808,0.0735253463398082,0.063390361776739,3921.4008216873353,679028.7537439577,1481819495.280383,648847694.6287066,1482150941.634197,,0.025121674914058,0.0869054170507415,86933017.77119441,86933017.7711944,920.471779415297,616.79629867761,0.008538153228,251958306.9467797,117037.629107981,468150.5164319249,0.0455491633111205,0.424793547783,53334,116127,701.6723629487552
2013-09-13,65832,58.66288798646108,58.64977520218657,52.50322152,52.4914856,1661668.7814536048,1800420.7436613175,0.0602438425296041,0.063703872589129,2688.0200098284045,652467.5204189442,1489797935.0993917,650278858.4188637,1490131020.7568936,,0.0251110489428053,0.0869053274733602,86933017.77119441,86933017.7711944,881.578605637186,632.037796536098,0.008566119191,253323448.4908659,102138.975490196,408555.90196078434,0.0436055280614901,0.424205028489,44619,98506,746.3326293560464
2013-09-14,53427,57.15524759669701,57.14247776240573,65.33990177,65.32530329,1487599.0166816877,976378.9820503648,0.0576928491879308,0.0621742387492695,2435.676707016064,680134.8790740536,1454703157.0023215,653077885.2393904,1455028244.730144,,0.0255957525705854,0.0867448687164024,112628548.6663471,87758103.625626,951.020420564436,649.42563518189,0.008277352726,247507310.8137444,86819.9311926605,347279.7247706422,0.046576360618534,0.424317225815,42218,89655,665.1840664429296
2013-09-15,54408,57.65602592050303,57.64314918007842,89.12164881,89.10174462,780588.7300896917,1016920.32449046,0.06449687871693,0.062538208942139,3483.9278976524124,569454.7188240103,1463785011.5301957,654177061.9012185,1464112002.3330758,,0.0255738416641329,0.0860888540887472,112628548.6663471,112628548.666347,1013.38198951784,669.060579169734,0.006503876293,248970537.61992747,140466.44198895,561865.7679558011,0.038656249660168,0.424156126801,54017,115580,385.4787964111247
2013-09-16,70731,58.1059324493121,58.092959494768806,51.31671348,51.30525631,1630158.3093187904,1904528.864307355,0.0990519305152916,0.063102332992402,5273.326676773099,491161.2907182685,1477474928.573207,656045550.3383375,1477804868.9868808,,0.0255535537009424,0.0859563691692456,112628548.6663471,112628548.666347,862.21451041849,681.804357041286,0.006593181966,251037678.5251164,165585.636363636,662342.5454545454,0.0328790339129549,0.42419554023,53238,113455,692.3571709953844
2013-09-17,73646,58.33794315023353,58.32492337179522,52.9759937,52.96417059,2258132.937247348,2071962.3408282115,0.5687965395756445,0.0634486250730565,38700.91655272681,606566.1109565825,1486150859.553262,657253965.3650949,1486482610.6092205,,0.025450703355177,0.0856041971963164,112628548.6663471,112628548.666347,1002.18439847344,698.877025094128,0.007005139084,252457563.6888292,166125.497206704,664501.9888268156,0.0382019399588618,0.423686317295,68040,137137,545.0690961961872
2013-09-18,77986,58.33413288031928,58.32111853513332,47.39551697,47.38494303,3320057.23664624,2037921.8549284672,0.2319032353905996,0.0634519097019285,13599.50143301096,537077.7564739211,1486751273.3449802,659013502.6077931,1487083041.575134,,0.0249499727667915,0.0855933695328034,112628548.6663471,112628548.666347,923.801261162668,714.768206107247,0.006728912374,252067196.33231565,160340.303030303,641361.2121212122,0.0352016827847379,0.422999195711,58643,122010,686.0509530393421
2013-09-19,80008,56.88279710350498,56.87011169339969,38.61675335,38.60814144,1853298.4572220328,1618007.5056700069,0.1845687190161615,0.062090478667446,11137.24564287322,600996.7929836102,1455441236.835659,663412351.7068907,1455765886.6107984,,0.0254189189390542,0.0853784056527462,112628548.6663471,112628548.666347,1063.77114921762,734.230538605437,0.006538982943,246731246.58702523,138824.773684211,555299.0947368421,0.0405188466611209,0.422860765555,60342,126414,778.8431339211772
2013-09-20,75867,56.09126548884261,56.07876193083466,52.04752631,52.03592416,1828343.96981008,2028544.1795051696,0.0562554946641918,0.0614608179427235,3236.8286519882668,617845.0080792232,1441296187.7593362,664245086.9886959,1441617545.2549334,,0.0235227916224312,0.0850285529923569,112628548.6663471,112628548.666347,1119.7591044396,755.05397714688,0.006386180618,244332941.9889048,128536.655,514146.62,0.0426332338594387,0.42326186802,57538,122135,665.5334014581374
2013-09-21,66018,56.22037005286913,56.20784276262371,63.75640911,63.7422026,938499.3262304796,1030516.628745259,0.0632926896919062,0.0617541284336645,3310.0810855073096,586886.5947836369,1448758086.211689,665177250.5184314,1449080977.3270447,,0.0233505101062672,0.0849928083033421,112628548.6663471,112628548.666347,1058.17235369542,772.140660227476,0.006419246257,246467202.47825152,123964.444444444,495857.77777777775,0.0402721809773935,0.422846781898,52298,113299,458.8223332562423
2013-09-22,64347,56.18372643383783,56.171212721542375,66.21227433,66.19752697,590581.6945152051,718335.4499048635,0.063918451285321,0.061562467562829,3280.4866753165347,628139.5324380309,1444886561.8823454,666955221.8768941,1445208450.8688734,,0.0230615543123336,0.0848994493410671,112628548.6663471,112628548.666347,1136.55549100619,793.523978321139,0.006396637502,245859423.6622736,114267.24137931,457068.9655172414,0.0432366033693647,0.422502115951,51323,112065,492.7570277696474
2013-09-23,80171,55.854084491576025,55.84164976165403,44.2116073,44.20176452,1948399.1526098975,1694453.0313877475,0.0744401278733253,0.0614328495032145,4849.104369796289,649894.0241535485,1442489438.4172585,667862027.0242367,1442810649.6754968,,0.0230581738482758,0.0844227622254857,112628548.6663471,112628548.666347,1175.74705966158,815.575325837146,0.006397567839,245730866.2211164,138320.328571429,553281.3142857143,0.0447075241597939,0.422244038341,65141,135108,841.6979500043235
2013-09-24,78410,56.00340929984274,55.99094695058295,39.23224982,39.22351953,2108298.4686127063,1792401.337289363,0.060816488698901,0.061898678842782,3778.3459933966274,659904.3417268859,1454083587.1136296,669585313.322972,1454407234.033399,,0.0221723381041552,0.0844161749631234,112628548.6663471,112628548.666347,1186.94465070597,838.688932995863,0.006434825523,247516782.10691223,131160.405660377,524641.6226415094,0.0451129491369418,0.421236344955,62127,128685,830.3178543104053
2013-09-25,79801,55.65099330078127,55.63861480035128,42.32203868,42.31262495,2155424.744565949,2436907.6658675466,0.0707694457016793,0.0618070393045005,3926.571925311976,640539.0767616672,1452567463.0651665,671019463.2019703,1452890630.8332827,,0.0220822689260905,0.0843912493886586,148819199.8050926,126683170.467802,1297.27563966709,863.846013177529,0.00571478142,246991089.81489745,120718.475728155,482873.9029126214,0.043816959881642,0.421305607578,55484,119710,770.6404952535407
2013-09-26,77792,55.99317618107272,55.98072585872905,42.91518423,42.90564185,1823544.6031338105,1565371.4162200852,0.0585885567690561,0.06234283722969,3331.1695722182226,508308.15113270725,1465664575.8562708,672288757.0808294,1465990545.1276076,,0.0203539289011856,0.0843808217845091,148819199.8050926,148819199.805092,1198.45049283705,885.382076476376,0.004909002273,249180031.84882024,158249.265432099,632997.061728395,0.0344461281308286,0.420186104276,56857,118480,686.0363134535435
2013-09-27,77735,56.44886818453551,56.43632128590192,42.42331591,42.41388648,2201528.422352562,2992604.91416432,0.2262074706743818,0.063302673874927,10444.225128506883,573838.0226153572,1488793490.1216428,673681327.3507212,1489124478.048943,,0.0204950694929,0.0843777188481381,148819199.8050926,148819199.805092,1316.81597361108,909.883119835571,0.00504371447,253184877.6548538,122431.58988764,489726.3595505618,0.0378338954057764,0.419932659637,46171,101417,799.4879130024641
2013-09-28,68961,56.32577841461797,56.3132635834144,57.80975619,57.79691163,2270106.456057356,2123191.12445684,0.0779745265768016,0.063398275862069,3325.067736814553,564399.8091161252,1491602994.6273148,674690511.2645042,1491934482.4245515,,0.0204915518549731,0.0840673764873052,148819199.8050926,148819199.805092,1309.4181310627,932.93913559649,0.004988784746,253843097.50268197,114871.587570621,459486.3502824859,0.0376071970980592,0.419663859814,42643,91184,687.0313114848752
2013-09-29,70490,56.47828738965028,56.46574320394964,53.8463863,53.83442668,1461558.590760373,1441677.0898457856,0.0803541704688858,0.063554313851549,3235.058903077342,543446.7266412438,1495814390.2384515,675876005.0219504,1496146693.904712,,0.0184273063746622,0.0836012676261957,148819199.8050926,148819199.805092,1257.63323322407,952.525813046427,0.005001372819,254515521.0768911,112454.288235294,449817.1529411765,0.0361068650513338,0.420396146406,40260,90180,697.4744292481818
2013-09-30,80461,55.8716320940412,55.8592269450044,44.36999236,44.36014092,2077378.2062192035,2656228.2752483445,0.0692134885046678,0.063045130917592,3244.1746331907907,517061.9916115656,1484344078.0456913,677391964.014632,1484673719.3693738,,0.0177636942868362,0.0831324278912688,148819199.8050926,148819199.805092,1205.84833538543,968.425255304171,0.004962907537,252400279.86441183,133196.797546012,532787.1901840491,0.0346081304110793,0.419456514393,46872,101630,960.8058097988612
2013-10-01,91102,56.06748661655541,56.05504292266224,31.27492305,31.26798185,3443510.803875905,3227299.727838882,0.0867312915620062,0.0637877121566335,5059.556624561196,601474.6652890844,1502423937.9279077,679140381.1865859,1502757461.9536965,,0.017619810154695,0.0831319659830889,148819199.8050926,148819199.805092,1383.39655654647,990.460868481828,0.005032188563,255451783.39788345,142444.010695187,569776.0427807487,0.0396880483886694,0.418909427015,58336,127733,1027.6570157504482
2013-10-02,104703,45.3244556753837,45.314400380437306,26.00666629,26.00089667,6048327.787260572,4156605.620002091,0.0677605602814422,0.052052546464056,4096.871235176281,501198.6899669111,1226516803.6331918,675244864.8808855,1226788968.5104427,,0.0409807334266407,0.0843301808778535,148819199.8050926,148819199.805092,1412.98792673998,1014.136551309571,0.004105421323,208022042.2930892,159393.659685864,637574.6387434555,0.0405205647826547,0.421608042076,60461,130093,867.4265909960357
2013-10-03,90980,50.93770731373772,50.92641147978108,34.31911904,34.31150851,2792845.4966118624,2810758.5551853604,0.0722384227488353,0.0587877475160725,4332.427165938649,589270.5149508601,1385803627.1676488,677952692.6478956,1386111008.0966034,,0.047270500666958,0.0848299310424924,148819199.8050926,148819199.805092,1472.17066712699,1042.072909402937,0.004632792068,234970078.99526367,146452.673366834,585810.6934673367,0.0421999453411855,0.422303638264,59974,128868,773.9556383423778
2013-10-04,76881,52.694252786948034,52.682571884024746,52.34426994,52.33266662,2340232.986007164,2067486.424993156,0.0585288937823352,0.060965173874927,2981.16920480325,551667.7340791463,1437680787.3258688,679408338.9667385,1437999553.268967,,0.0468385810051815,0.0843120494046596,148819199.8050926,148819199.805092,1331.61165870783,1064.208523925333,0.004794973953,244089191.70806724,128727.7,514910.8,0.0381562402872121,0.422171428091,50935,110741,780.4406536787893
2013-10-05,65561,52.47040703900866,52.45878115381975,81.55297532,81.5349056,1089976.7610364438,1339047.2019567443,0.0700471479378199,0.060696701344243,3159.126371995681,667788.0060914565,1432014296.7359548,680563192.661302,1432331658.9284525,,0.0468446354355866,0.0836900816751993,148819199.8050926,148819199.805092,1620.12751809453,1092.428040801514,0.004770629325,243080570.93587333,95692.200913242,382768.803652968,0.0464018843384834,0.421671496553,45100,98165,488.922550296617
2013-10-06,61903,53.01399129659334,53.00224957177731,74.59879793,74.58227553,684179.4421573395,944702.8476850898,0.061003231832935,0.0612376306253655,2637.108708905949,569085.1919935368,1445342862.7958634,681868622.5579331,1445663053.3216777,,0.0463347732123885,0.0821175429707642,189281249.2810329,165222733.376419,1519.45432564095,1116.427491845284,0.004334868153,245437866.2350783,114282.345945946,457129.38378378376,0.0391825800613159,0.421778817373,43229,91901,524.0449994070643
2013-10-07,78360,53.5005066704916,53.48866110437127,41.71729158,41.70805494,2086764.4866810653,1777337.5130297348,0.0890189397545787,0.0619534362945645,4070.1239634588496,487306.927061062,1462720688.8337224,688087154.1864085,1463044622.0613894,,0.0462887181974806,0.077695345477503,189281249.2810329,189281249.281033,1467.83862226455,1144.468371114006,0.003842470409,248460427.7503097,148922.570512821,595690.282051282,0.0330295327846348,0.421390570411,45722,104739,802.4060560648835
2013-10-08,75010,53.91700615523073,53.90507246505579,48.92602443,48.91519542,2079204.989462722,2788455.8031969,0.0475324084821996,0.062383264465225,2091.3784408083,507395.8206091308,1473374236.787023,689408900.9434279,1473700417.438481,,0.0462011659639397,0.0596963504034092,189281249.2810329,189281249.281033,1524.29395389011,1172.662509268997,0.003852693109,250214516.24432984,124486.172839506,497944.6913580247,0.03428813863313,0.421187689277,43999,101315,765.0792762061049
2013-10-09,79805,54.315965363229424,54.30394789717783,37.51943221,37.51113099,2934896.9621993518,2681094.271307121,0.0765934329565051,0.0629667601563415,3921.1242067753215,564325.2895982147,1487715701.0802715,691255438.4458857,1488044932.6301763,,0.045985981473223,0.055487514915975,189281249.2810329,189281249.281033,1674.8415048916,1199.248654702581,0.003899797494,252321529.87693956,135491.471910112,541965.8876404495,0.0376604330355068,0.420742957555,51194,110199,907.0389188236708
2013-10-10,81804,54.901850599552986,54.8897084382077,51.23188089,51.22055039,3416219.502983441,3622696.547335959,0.0684152133402172,0.0633523252483925,3877.2953856301306,612059.6177701982,1497433630.1930013,692564781.9210219,1497764877.7302716,,0.0459784356133513,0.0545787014935841,189281249.2810329,189281249.281033,1806.57061201791,1231.954355874959,0.003921254617,254224700.9147397,138271.567708333,553086.2708333334,0.0406059944005506,0.420551839758,56673,118754,699.3992390125657
2013-10-11,78192,55.14486796690856,55.13267682939277,51.79343279,51.78198257,2262525.353396367,2228111.1380167343,0.0564341991018676,0.063627649620105,2881.75594293777,591437.514928909,1504529918.2538023,694070242.3819925,1504862605.3675952,,0.0454252512970794,0.054109151043032,189281249.2810329,189281249.281033,1740.70605845476,1261.168132802628,0.003932508636,255605314.91972908,125480.102702703,501920.4108108108,0.0391102654080639,0.420800877666,51064,106800,825.5253631553419
2013-10-12,76060,55.25913921927072,55.24692834359704,67.60447671,67.58953782,2087989.0972528283,2104381.4748077723,0.0836053755653793,0.0639256315020455,4123.08270138225,688127.3397732691,1512259957.6725292,695747261.1248137,1512594202.8311844,,0.0454304365761721,0.0536270940680678,189281249.2810329,189281249.281033,2013.57349464497,1297.604856643617,0.003955374276,257045212.32574564,114331.658878505,457326.6355140187,0.045220605486363,0.420370959907,49316,102924,759.0347115942944
2013-10-13,77953,57.28789113578792,57.27523786617195,68.43180131,68.41668667,2646337.0261300392,2321208.228970092,0.0797046750493274,0.0662078293395675,4038.077952024072,735634.5921542449,1566980483.5735364,697636453.0890592,1567326661.5603995,,0.0458681667739243,0.0521116787981025,189281249.2810329,189281249.281033,2079.43804820812,1337.533504729315,0.00409451451,266405324.49915275,110979.004524887,443916.01809954754,0.0466779856519417,0.420590833192,50663,119669,681.4413002887369
2013-10-14,83416,58.5209654786379,58.508046679420985,51.53174069,51.52036479,5708730.015514133,5229647.147722257,0.0780868561326354,0.067669597457627,4468.442255333933,850338.4104756714,1602422898.01932,700615888.2250112,1602776719.089326,,0.0457539896682075,0.0468971767104515,189281249.2810329,189281249.281034,2352.30548439833,1384.243006857111,0.004183929263,272019826.69882274,113616.26,454465.04,0.0527752841768845,0.420864377744,57224,124871,882.8516608496756
2013-10-15,86235,60.81933046671103,60.805911656882,43.57378653,43.56417267,4878557.547670093,3759275.3463095687,0.0979303051210576,0.070746954266511,5494.86942034254,925205.2748849856,1676214728.2717986,704852009.5800529,1676584639.7830043,,0.0463811875660248,0.0455552710510268,189281249.2810329,189281249.281034,2446.39770377427,1432.010197332326,0.004377209138,284622162.07333523,101951.042307692,407804.1692307692,0.0548561870150307,0.42298376354,56110,119371,1007.927598766552
2013-10-16,92582,59.2599408123702,59.24687184731437,43.93356005,43.9238711,3595777.6070838105,3478470.5980115174,0.1299212816832859,0.069163960958504,6484.890853939537,732706.4809182315,1639434929.636013,709511642.4913859,1639796564.2192175,,0.0466251635040725,0.0450893298691892,267731249.4824211,221781963.65018,2315.21665452822,1480.443602135983,0.003662896545,278102763.1169816,116134.204761905,464536.8190476191,0.0442872979435763,0.422426252532,49914,112711,1135.7777988758637
2013-10-17,82808,61.44646428278331,61.43291788094327,49.15686962,49.14603256,3514614.8731729053,3549969.010917687,0.1106384312286011,0.07187356691993,5332.440469924891,605476.7242513404,1704262492.3202088,713242158.667434,1704638294.5018115,,0.0470701445368784,0.0448402193991084,267731249.4824211,267731249.482422,2222.60176420815,1521.124180993807,0.003152986095,289113974.3318135,136182.19760479,544728.7904191617,0.0352065470849234,0.423280052828,48197,103562,1109.5054745853552
2013-10-18,84996,64.65963764802964,64.64538864203794,42.09227562,42.08299977,4995803.804664381,3702201.1199609865,0.0995957145974635,0.076387786090006,5789.897272408946,739112.6437364665,1812036758.5368044,717098646.2849993,1812436164.0191128,,0.0481855410789201,0.0446655471431075,267731249.4824211,267731249.482422,2555.32657920937,1575.50835826203,0.003347730406,307538149.92694235,140809.838541667,563239.3541666666,0.0404606110285231,0.423357512936,58134,119311,1091.45490606171
2013-10-19,96934,69.18005697803694,69.16481897076362,38.04593255,38.03755233,6411504.366809283,4912995.010040439,0.1086832211163504,0.0828863585622445,6174.076425177636,930356.974394204,1967117159.3389888,724094124.3658427,1967550543.6234784,,0.0497910382947822,0.044822777767128,267731249.4824211,267731249.482422,2967.90534981089,1638.97949828181,0.003628154967,333827502.392238,133878.762331839,535515.0493273543,0.046971240508365,0.422667883756,56808,128819,1243.6712926499838
2013-10-20,69040,69.09931324673163,69.08409940159004,57.59062431,57.57794437,5471093.149875273,4165648.0720644696,0.0968514140143554,0.0832500755406195,4626.688898879772,832964.9405280438,1976577483.86333,728081510.4762558,1977012769.8989055,,0.0496619108380864,0.0439657073971501,267731249.4824211,267731249.482422,2648.48952740972,1689.93717904748,0.003640111778,335128300.6100078,118027.371859296,472109.487437186,0.041898477553664,0.422208870355,47771,108004,988.203506623756
2013-10-21,97064,73.84413721223392,73.82788590172599,39.36793368,39.35926975,8474915.56511386,8111053.8300818,0.1118819417971443,0.089955314289889,6755.991055420561,955784.5568137496,2136726655.4880264,744309039.5149661,2137197000.9127235,,0.051143439839217,0.0439295144343155,267731249.4824211,267731249.482422,2808.1974386103,1748.27134854464,0.003939296115,361927178.517108,139853.781990521,559415.1279620853,0.044405291854379,0.421661684904,60385,132242,1332.5084275464867
2013-10-22,110677,76.89881735275996,76.88190250236121,33.05878781,33.05151612,10135381.454572732,8677873.753893424,0.1227942819752102,0.095201390707189,7945.404015205979,1174162.4401782712,2262503979.7840505,760309976.3040181,2263001755.1394854,,0.0516748856157053,0.0436055727653463,267731249.4824211,267731249.482422,3260.70318701196,1819.07627174483,0.004167764521,382710210.006516,136689.285714286,546757.1428571428,0.0515340756371257,0.420729845539,64705,150131,1384.812888859351
2013-10-23,108316,80.97013952592395,80.95233741308526,30.80993369,30.80315981,6549799.019958941,6861741.240870847,0.1683810525725054,0.102300175482174,9385.223108286307,1139802.162186309,2432340217.99029,778154008.5419317,2432875110.4517865,,0.0526118166589661,0.043863623128357,267731249.4824211,267731249.482422,2941.28736461079,1877.92761524314,0.004485163474,410938228.69890326,134022.932126697,536091.7285067873,0.0464642403640729,0.42198769821,55738,129209,1591.476226080801
2013-10-24,111952,75.76638420328945,75.74973371573164,34.8710109,34.86334761,6168649.248313423,7437539.563124688,0.1562161109298979,0.0207241106653543,9827.24310637802,1054781.2283435217,2312240247.650116,785095643.5901484,2312748499.3044214,,0.0540447513863179,0.043732887968111,267731249.4824211,267731249.482422,2861.4334090105,1933.74390718662,0.00426643375,390574738.2660466,158913.497674419,635653.9906976745,0.045182344104922,0.421311711832,62908,141559,1301.373314664555
2013-10-25,100894,70.36869954356729,70.35324288928423,23.79557558,23.79034882,5552934.648353391,3518335.874036129,0.1654640786503585,0.0197896277609262,9482.084491137444,1100139.3367935936,2209068337.6323166,812309235.9350032,2209553671.416236,,0.0551199691064523,0.0437422999689412,267731249.4824211,267731249.482422,3127.61326101147,1994.75516123144,0.004071185634,373035179.5914647,126207.795744681,504831.1829787234,0.0493609757668112,0.422991473393,57306,129951,3919.031360653061
2013-10-26,72893,67.50263117576401,67.48780972631648,45.50172148,45.49173073,3012037.1436968315,1527033.6311454277,0.1340678209830371,0.0179808218001169,6346.368441874029,824473.760347193,2140446101.5463624,814000178.0430664,2140916179.2362127,,0.055739154893076,0.0435476619332104,390928787.6380858,376713687.081662,3408.23009035624,2068.41448114874,0.00279984629,361602862.1975249,126356.434065934,505425.73626373627,0.0382138917833388,0.423213241198,47337,104349,1055.4600054406935
2013-10-27,66108,72.92638544536769,72.91037912630735,79.67402835,79.65654102,2535446.330590753,2450457.726297637,0.2578880429474752,0.0194546133255406,11264.807603988624,881858.7539219304,2316757582.4639707,818694157.4489483,2317266189.9008646,,0.05705023704432,0.0438521729192317,390928787.6380858,390928787.638085,3478.53840366574,2140.4718954839,0.002934191708,390923463.4684989,116897.703910615,467590.8156424581,0.037569872210287,0.422393933757,43681,96491,929.8187301363578
2013-10-28,86585,73.52785266207384,73.51172025487809,66.07261273,66.05811604,2674297.715437617,2744628.785964694,0.1199500243918394,0.0196274687317358,6107.255491910506,864809.0125053518,2338200814.289586,822532740.9763677,2338713940.734061,,0.0570091380058229,0.0416616894887162,390928787.6380858,390928787.638085,3400.80570190785,2210.18481451207,0.002943233001,394451115.6891925,135705.137142857,542820.5485714285,0.0367168357812892,0.422014202022,50915,108048,1026.284004568305
2013-10-29,86798,75.70296844221136,75.68636437681933,38.98865707,38.98010562,2800118.5128720384,4477165.388776182,0.1410380792449197,0.0204428174167154,7056.8402950195605,824769.5369636356,2436150204.0860267,834406675.5193003,2436684646.420872,,0.0571564860807395,0.0411954207095327,390928787.6380858,390928787.638085,3109.30807031575,2271.90730908179,0.003070118335,410541643.9231255,146630.3125,586521.25,0.0335584129801004,0.42175455707,50035,108199,3114.792841034206
2013-10-30,96056,72.78322941147987,72.76727226395569,45.33747668,45.32753679,5863598.450559639,5025478.541054794,0.1217465891456811,0.0197900599420982,5953.408209223805,970718.830386511,2359326510.970825,838267194.4916034,2359843888.083117,,0.0576794964117294,0.0405628631790201,390928787.6380858,390928787.638086,3789.46921069732,2358.02800492552,0.002964840463,397187211.8484641,125518.025641026,502072.10256410256,0.040882595117805,0.42240772434,48900,110744,1177.0793310631066
