,"BTC / Addresses, active, count","BTC / NVT, adjusted, 90d MA","BTC / NVT, adjusted, free float,  90d MA","BTC / NVT, adjusted","BTC / NVT, adjusted, free float","BTC / Flow, in, to exchanges, USD","BTC / Flow, out, from exchanges, USD","BTC / Fees, transaction, mean, USD","BTC / Fees, transaction, median, USD","BTC / Fees, total, USD","BTC / Miner revenue, USD","BTC / Capitalization, market, free float, USD","BTC / Capitalization, realized, USD","BTC / Capitalization, market, current supply, USD","BTC / Capitalization, market, estimated supply, USD","BTC / Volatility, daily returns, 30d","BTC / Volatility, daily returns, 180d","BTC / Difficulty, last","BTC / Difficulty, mean","BTC / Hash rate, mean","BTC / Hash rate, mean, 30d","BTC / Revenue, per hash unit, USD","BTC / Supply, Miner, held by all mining entities, USD","BTC / Block, size, mean, bytes","BTC / Block, weight, mean","BTC / Issuance, continuous, percent, daily",BTC / Network distribution factor,"BTC / Transactions, count","BTC / Transactions, transfers, count","BTC / Transactions, transfers, value, mean, USD"
2015-09-01,308331,41.77441822133154,36.77185441383524,33.66837255,29.6365227,11441067.07729373,14742348.05571654,0.0442886135256594,0.0227955570426651,5809.78032229601,883438.7264649024,2922543887.825659,4068868938.132066,3320136353.914489,,0.0401336275246486,0.0264282887098575,54256630327.88996,54256630327.8899,415355.20531036,391714.331721208,2.4617448e-05,444314645.531598,452146.331168831,1808585.3246753248,0.0264335211747514,0.373137309575,131180,320650,900.7893412176868
2015-09-02,292511,41.867672913436095,36.84748364890779,40.03552322,35.23501988,11717751.007674024,16962537.8697992,0.0831472665505968,0.0458958460982912,12555.48669093977,930564.2095290476,2942664803.420204,4068191119.532516,3343580491.3405457,,0.0401987477180589,0.0264247047011257,54256630327.88996,54256630327.8898,431537.875647127,392498.705080921,2.4958224e-05,447547400.88793904,767255.84375,3069023.375,0.0274558583295852,0.372132145594,151003,2041653,140.3501582371178
2015-09-03,297285,41.2937375647308,36.33861280662502,43.7482386,38.49858107,16433068.265706873,10974564.818793856,0.0485727642948392,0.0227107121566335,6084.855901507391,835025.8496186301,2912384173.260573,4065867315.779119,3309516199.153644,,0.0400613242369992,0.026418285318574,54256630327.88996,54256630327.8899,393778.311528004,393843.564344088,2.4543381e-05,443149143.7757284,477061.691780822,1908246.767123288,0.0250471955365896,0.371689166944,125273,378330,631.195608437992
2015-09-04,260465,41.82531780891642,36.80200699495732,46.06549895,40.53293324,13669485.675719136,13339278.851853885,0.056047015206243,0.0231177563413209,5724.305851074417,907316.8031625896,2965021913.567764,4066170661.142928,3369734261.0245614,,0.0403227007667603,0.0264547657607424,56957648455.01001,56022680641.776,434444.799372061,396803.850065023,2.417189e-05,451182089.1686237,350699.423076923,1402797.6923076925,0.0267555963608058,0.371550309911,102134,268976,853.9828976893774
2015-09-05,323127,42.47884420111154,37.3731967964547,49.65544981,43.68722673,10345537.105244286,9307545.503920158,0.0527964680079063,0.0235903006136762,6732.711193304242,873676.2587459045,3026080544.830765,4067202564.612095,3439481099.355,,0.0406045879946748,0.0262004471550392,56957648455.01001,56957648455.0098,416212.869138725,398290.148568294,2.4295245e-05,460632765.9291708,458669.231292517,1834676.925170068,0.0252056494136623,0.371877136702,127522,365915,534.7646723949363
2015-09-06,290712,43.23629251012105,38.03658084106972,47.33206956,41.63978883,11883926.60861322,10267630.701912789,0.0498629665259164,0.0240805472238457,5281.684866291183,872181.3849247363,3089484693.1274567,4068268621.146963,3511826272.075711,,0.0408663635764236,0.0262425844223711,56957648455.01001,56957648455.0098,407718.72895222,400013.06279128,2.4758961e-05,470405097.2015941,411531.333333333,1646125.3333333333,0.0246851533332272,0.37152879446,105924,314102,651.3296260208972
2015-09-07,318515,43.098396932760025,37.91223377794315,47.29063179,41.60000407,9438504.978964487,10805080.207873838,0.0566841076855242,0.02406336157218,7050.822786786995,921458.562529627,3087837042.0034714,4069393410.567407,3510234381.8466825,,0.0391686342837296,0.0262154448853464,56957648455.01001,56957648455.0098,430369.769449566,400344.941606737,2.4781085e-05,470252949.6455562,479678.532894737,1918714.1315789477,0.026049763071997,0.371566101454,124388,331445,658.8285803397363
2015-09-08,338676,43.48239402755207,38.24184911781576,35.68957921,31.38823273,15085352.777893135,16916380.229131933,0.0500726152735319,0.0244174952659264,6399.580667649029,836594.4197091466,3133340410.2511477,4070926385.1254406,3562723704.108738,,0.0391014801796374,0.0262413916702234,56957648455.01001,56957648455.0098,385067.688454875,400780.507244023,2.5145724e-05,475313480.6961211,703476.838235294,2813907.3529411764,0.0233022515353652,0.370273988585,127806,333928,948.7445096805571
2015-09-09,298432,42.30174823851704,37.20002460995426,36.1105023,31.75546237,16475660.435096046,17030476.366019882,0.0517661782725883,0.0238722463179427,6419.264936692306,895660.4402800578,3063868199.3360195,4071026939.331323,3484056329.619461,,0.0392650628989385,0.0261750286616675,56957648455.01001,56957648455.0098,421875.629263061,400259.901428576,2.4572266e-05,465200908.0259831,730847.134228188,2923388.536912752,0.0255231572401268,0.369210592414,124005,300914,889.7068646579597
2015-09-10,283028,42.08691348907628,37.0006071329561,36.54526322,32.12867884,20026745.592776515,17996584.005547393,0.0527809331836764,0.0238750477206312,6504.194396224454,1027162.4844532084,3064256272.7241254,4068887988.648163,3485485743.384778,,0.0389241979985236,0.02616976590337,56957648455.01001,56957648455.0098,484165.990630761,402252.261554654,2.4554502e-05,464309409.21998006,682503.847953216,2730015.3918128656,0.0292831004113021,0.368695793145,123230,288282,1009.3331112722228
2015-09-11,317585,42.22268976524289,37.11621956357608,41.31658413,36.31969959,13581774.15310541,13083320.694036985,0.0511000706881029,0.0240845008116891,9303.278869475998,960641.0609311956,3091661877.366814,4069608579.831518,3517014443.873773,,0.0389652374572251,0.0261594942362652,56957648455.01001,56957648455.0098,447358.049822575,406161.358371188,2.4853763e-05,468739071.2537015,713392.594936709,2853570.379746835,0.0270495841641719,0.368252333911,182060,395429,645.3393206136508
2015-09-12,276575,41.37449509247433,36.3677933878543,61.42967393,53.99610761,7480665.276393252,7049040.763418258,0.0498250151837062,0.0236351832176505,6814.368026614759,804501.8016223192,3034450466.9572973,4069493715.2078032,3452198889.67502,,0.0390286985683814,0.0261681217300001,56957648455.01001,56957648455.0098,382236.308392706,406065.924110467,2.4360228e-05,460260178.2157912,647268.437037037,2589073.748148148,0.0231066476494579,0.368407718823,136766,316837,523.4280433854321
2015-09-13,317231,40.37787202763963,35.48902430597593,55.63679864,48.90043977,9985689.295972794,11063868.736562584,0.0400745012738539,0.0230548837317358,5795.935044736211,876117.7959177627,2960483408.607989,4068846792.102711,3368309570.3646874,,0.0391660126333612,0.0261847194397442,56957648455.01001,56957648455.0098,427538.389387398,407917.179778838,2.3717758e-05,449088854.5317196,626246.609271523,2504986.437086093,0.0258385354045352,0.368672744597,144629,402946,425.18727465933375
2015-09-14,311373,40.46109103011879,35.55720685341014,37.88762747,33.29564707,13902849.69643396,18567995.35572261,0.0433971315547866,0.0230948793980129,7334.115232758935,884939.5323572492,2965976822.2066364,4068074516.255989,3375030516.0714784,,0.0391173162822437,0.0250446697232467,56957648455.01001,56957648455.0098,430369.769449566,410299.435345215,2.3798966e-05,450353085.6987474,749009.868421053,2996039.4736842103,0.0260028883574664,0.368121744072,169000,358305,742.4541384749973
2015-09-15,324464,40.40485253888525,35.505127675009625,44.35189261,38.97352696,16418390.739063757,13471029.269448057,0.0406368187127614,0.0230398590005845,6572.76160587688,928167.1216292568,2959499229.825468,4067781935.0986257,3367911560.96047,,0.0390937415707029,0.0250039897949471,56957648455.01001,56957648455.0098,453020.809946911,413349.401482317,2.3713425e-05,449627235.33020216,690039.875,2760159.5,0.0273639715100048,0.36848445718,161744,358765,728.1501018091305
2015-09-16,301627,40.1341069705453,35.262355881306355,40.75798898,35.81050685,20593949.39560474,22071248.921964973,0.0356040454741639,0.0229043285797779,6021.320566545141,819124.9851486606,2942399277.681174,4067486933.2156224,3348913151.4073014,,0.0390953927794702,0.0250051123554519,56957648455.01001,56957648455.0098,402055.968827884,413914.622569436,2.3580332e-05,446803929.8228024,678855.774647887,2715423.0985915493,0.0242796282800116,0.367855170539,169119,340847,821.4123367448067
2015-09-17,315192,41.03347997835554,36.048997114882695,45.70935445,40.15687647,15333770.598593766,15953709.295936927,0.024335390891131,0.0100510362767971,6253.708751202826,845783.420966282,2996274814.862665,4068235333.61312,3410568738.8057647,,0.0237795158069329,0.0250399732450969,59335351233.86657,57403467726.0454,410910.027600594,415298.9236241,2.3823123e-05,455113946.98278576,702461.777777778,2809847.111111111,0.0246155341384219,0.367566462062,256980,456749,529.0495111930067
2015-09-18,320444,40.89425273695739,35.91955313980891,47.70705802,41.90359503,13711776.49085873,14887817.885119935,0.0369693761217874,0.0233175130917592,5994.399491267214,862913.0056134178,2996078801.343751,4068698953.5358295,3411022493.656878,,0.0225687493246472,0.0249406059691112,59335351233.86657,59335351233.8664,433587.717335429,416129.285982121,2.3034368e-05,455236510.9500705,558452.755102041,2233811.020408164,0.0251220450089577,0.367540036958,162145,372281,692.9158439593425
2015-09-19,268056,40.63828045180078,35.690772501955635,59.18797874,51.98213754,8380898.779720657,8331106.370997894,0.0437155484028268,0.0232241568088837,4997.517777862759,730752.4180554784,2984390847.725488,4068676350.253264,3398091544.278299,,0.0215870759733794,0.0249360657002984,59335351233.86657,59335351233.8664,368697.038550535,415320.570389101,2.2939654e-05,453599479.36298805,464525.024,1858100.096,0.0213577206741131,0.366977678677,114319,268075,809.9046178217361
2015-09-20,336567,40.52838778924049,35.58992943964101,64.08839187,56.27910383,7838879.93192934,7637921.43638777,0.0455103277536888,0.0231362323787259,4903.373732837948,745262.8098520668,2973380762.1284366,4068578130.464148,3385967055.005891,,0.0214945626050323,0.0242616876182236,59335351233.86657,59335351233.8664,377545.767475748,413496.950739117,2.2846838e-05,451979843.78431445,474949.1796875,1899796.71875,0.0218655239136088,0.367033262748,107742,390574,465.8001504218335
2015-09-21,357635,39.5774575292784,34.7494647283489,39.73087868,34.88417027,16281524.40636083,17745989.737859763,0.0492767369507358,0.0226773447983635,6554.545165502127,754906.9235114977,2914609920.582005,4068830822.801308,3319557617.5923657,,0.0217386974138352,0.0243059640339774,59335351233.86657,59335351233.8664,389344.072709365,412270.298089378,2.2441201e-05,442719455.7200893,608211.083333333,2432844.333333333,0.0225437381890894,0.36708326972,133015,362896,839.7723873618907
2015-09-22,348545,40.075204847757846,35.183810861212365,36.88513907,32.38310974,16003035.433317209,17340249.190321777,0.0470750893414781,0.0230626304792519,6365.211130218621,911573.4574408556,2964697643.5008845,4069173622.325154,3376861757.3471384,,0.0219106376261866,0.0243243686064556,59335351233.86657,59335351233.8665,463083.480419472,415659.315074878,2.2783406e-05,450567408.5444835,480901.452229299,1923605.8089171972,0.0268061979244827,0.367506873171,135214,366076,848.8271355964945
2015-09-23,297453,39.88628036297714,35.014775162366206,45.57538105,40.00903835,10075945.92392242,9761896.387025658,0.0448042198492514,0.0230132437755698,5941.129160450446,914964.2582954576,2958879146.344233,4066156144.768525,3370539512.0771394,,0.0165471846806042,0.0243168921214089,59335351233.86657,59335351233.8665,466033.056727876,417258.673064702,2.2723418e-05,450065034.0673054,463494.272151899,1853977.0886075948,0.0269696624495231,0.367358923828,132602,312475,825.1934578442011
2015-09-24,295784,40.55600161708409,35.60152148423716,44.54316473,39.10159712,10918618.531292267,10599021.772095049,0.045798787506143,0.0234319868497954,5760.250901010123,825879.7906438492,3013338346.4482155,4067256418.405889,3432689103.06219,,0.0143590147085123,0.02429090844888,59335351233.86657,59335351233.8664,412940.683176599,418886.359751347,2.3148104e-05,458324252.2817714,488319.857142857,1953279.4285714289,0.0238914598764927,0.366806835762,125773,300505,828.4541769204038
2015-09-25,292649,40.575996811963854,35.61782890599336,40.84228693,35.8515798,14141697.797497611,15923138.84384204,0.0495851067291109,0.0235538221800117,6271.375543777765,971978.0849242576,3029748113.254082,4067873949.608423,3451503181.4239817,,0.0141415396942725,0.0240996111964636,59335351233.86657,59335351233.8665,483730.514578302,420536.210658293,2.3256226e-05,459289371.8014824,424790.158536585,1699160.6341463414,0.0279793081048837,0.366226265021,126477,299940,954.8461660245684
2015-09-26,314624,40.33198610024058,35.400738224837454,57.00726934,50.03719415,10083577.428082392,9693318.204938224,0.0509184693158571,0.0234591814436002,5911.430613693753,868036.3486660011,3018084210.023473,4068320160.0228114,3438496949.835321,,0.014124082633281,0.0240445823845603,59335351233.86657,59335351233.8664,433587.717335429,422672.324368712,2.3171129e-05,457727010.0000056,443741.714285714,1774966.857142857,0.0250727259796929,0.36621194015,116096,320529,656.7461744373624
2015-09-27,324221,40.231741258234806,35.310842660646685,71.53888076,62.78868584,6292939.118910534,5708706.066478012,0.0473629340775242,0.0233243309760374,5154.792293261428,873986.1211506546,3001335835.97913,4068774834.974402,3419600261.104865,,0.0129660894806836,0.024023927845881,59335351233.86657,59335351233.8664,439486.869952237,423386.809466015,2.3016797e-05,455535349.0086852,441753.55704698,1767014.2281879194,0.0254073945057156,0.366375880126,108836,320045,484.0146548350549
2015-09-28,295867,41.41704176806871,36.34628417573502,38.64316033,33.91201367,17064032.469614495,13823658.228357472,0.0452430989154132,0.0240017265341905,6156.002253925703,864217.725851236,3088840321.1056824,4068967218.900637,3519771869.26679,,0.0138090480510327,0.024108246581346,59335351233.86657,59335351233.8664,421789.412101812,423061.860681171,2.3714488e-05,468233675.1887014,504463.293706294,2017853.1748251747,0.0243783334678464,0.366319409309,136065,310960,980.0077324367288
2015-09-29,355812,40.82125211843611,35.8140520503459,33.63968442,29.51338693,17448095.646952394,17148485.729344748,0.0462142328502935,0.0237336233781414,6526.327748885596,1038938.9446980364,3054442993.5150466,4069669356.791464,3481487862.484529,,0.0139755453016455,0.0240437551570994,59335351233.86657,59335351233.8665,513226.277662345,426683.844655943,2.3429736e-05,463126026.088723,467310.534482759,1869242.1379310344,0.0296543506032039,0.366281346501,141219,339796,1028.4430842436602
2015-09-30,334445,40.698758072572026,35.702809014516866,41.68024612,36.56381515,13840851.951165028,16683827.835929409,0.0455141072816661,0.0236739848042081,6397.28086308185,882334.7186187815,3047214054.478771,4070067252.034564,3473615410.713113,,0.0139429628797962,0.024041233589578,59335351233.86657,59335351233.8664,436537.293643833,427120.203094779,2.3393665e-05,462288843.8016895,519153.493243243,2076613.972972973,0.0252168802295783,0.36735363606,140556,342010,831.7422742175579
2015-10-01,297034,40.84709838704856,35.83109421279068,39.27750706,34.45424795,20339779.08983927,22814147.09105329,0.0509899661680107,0.0238229813851549,6948.861599410317,894354.9181964303,3067012744.917753,4069891743.0616927,3496364654.7323823,,0.0137622337607524,0.0240452597533855,60813224039.44035,60049491113.07,444776.382758561,428100.909009719,2.3273111e-05,465341499.0891268,460771.966442953,1843087.865771812,0.0253808210592652,0.366707560967,136279,312997,1205.2581900810314
2015-10-02,309307,40.56335558832779,35.58140215717084,36.336218,31.87343765,17893684.221678603,16400110.754969278,0.0441551287204815,0.0237937007305669,6214.657746892877,827097.332951451,3063894918.197549,4070769394.32246,3492888180.8293414,,0.0137335765198232,0.0239523485146787,60813224039.44035,60813224039.4404,417179.763438577,427622.305269434,2.2946669e-05,464711693.7146902,532354.847826087,2129419.391304348,0.0235015446446284,0.366760691126,140746,323035,992.7165257895822
2015-10-03,252618,40.97595448480652,35.94248793627251,56.40087405,49.4726178,12068767.681144964,9601034.460904071,0.0435944254141451,0.0239735897720631,5028.22462169293,874070.8538589804,3087749386.937084,4071914067.4526224,3520164729.9417467,,0.0135979250665724,0.0239224089149026,60813224039.44035,60813224039.4404,438341.05578691,429107.730078064,2.30792e-05,468385751.6414536,378507.151724138,1514028.6068965518,0.0246875557227593,0.366382739545,115341,252149,804.0738928965302
2015-10-04,303522,41.154480575076136,36.07832469591488,67.04062618,58.77157105,9481905.880567672,10405224.770262904,0.0447992211530898,0.0239516924897721,4571.76051867283,920723.9982524556,3083958181.508411,4072465639.881281,3517865592.290263,,0.0132654924833838,0.0239187186199454,60813224039.44035,60813224039.4404,462525.389899291,430043.749762305,2.3039876e-05,468352134.0236794,369532.267973856,1478129.0718954247,0.0260428436987933,0.366291704594,102050,349866,527.5444885771393
2015-10-05,297239,41.34582119684379,36.24588396065239,36.38818902,31.89976734,12744744.983987749,12482619.036512123,0.0448661090885569,0.0240961213833431,5807.693490968265,927484.336403842,3103346999.7824965,4073449004.2354665,3540000026.045972,,0.0128073072800793,0.0237735214380202,60813224039.44035,60813224039.4404,462525.389899291,431587.500454324,2.3209045e-05,471042442.79510987,435469.411764706,1741877.6470588236,0.0260360631675573,0.366149522105,129445,298597,1007.9358342540376
2015-10-06,325721,42.30979848919784,37.08396328168039,38.46009948,33.70975443,15276039.75478344,16690710.05187645,0.0440276033896192,0.0246940498246639,6369.297271962671,883008.0660475311,3180523139.5224576,4075122989.994091,3628719295.758303,,0.0130363288508384,0.0238366237524094,60813224039.44035,60813224039.4404,429271.930494767,432305.940505743,2.3807755e-05,482354092.07005954,544971.929577465,2179887.7183098597,0.024158351675212,0.365419761379,144666,319950,1179.613195123576
2015-10-07,310175,41.68565045738637,36.53336878588652,32.64905985,28.61368675,13022568.541340344,15055475.508299349,0.045145623410667,0.0243734486849795,6129.28585359604,816546.4546291644,3139636961.806039,4073101888.6408334,3582418301.470667,,0.0132799102615398,0.0237257723215026,60813224039.44035,60813224039.4404,402064.554618338,431362.433344702,2.3505601e-05,475200218.0261493,698529.954887218,2794119.8195488723,0.0226220698024816,0.364672485068,135767,310783,1059.1720955261865
2015-10-08,301525,41.64911054416861,36.496468022344416,35.85521996,31.41937178,20718062.519535422,21244612.723943196,0.0468810857794682,0.0243029632963179,6285.487813710646,856889.2031848371,3130884551.2431493,4072219605.208076,3572908937.268152,,0.0130172336838971,0.0237221368724233,60813224039.44035,60813224039.4404,423225.846966672,432634.371961762,2.3433586e-05,473658995.9402013,627383.207142857,2509532.8285714285,0.0238070359560157,0.364373323086,134073,300054,1451.8692281144731
2015-10-09,274941,41.7333442930415,36.56814301736676,35.08251752,30.7404676,11874019.904639764,13249281.80223033,0.0490779569833006,0.0244448887492694,5881.747754663661,775895.7433566498,3149659046.7183137,4073175819.634628,3594544173.051464,,0.0123454685604526,0.0237257343025616,60813224039.44035,60813224039.4404,380903.262270005,431268.626395326,2.3576261e-05,476646566.28713983,622939.126984127,2491756.507936508,0.0214217424666758,0.363823498759,119845,267867,1089.825985671597
2015-10-10,317477,42.00292928319046,36.80190093234673,44.49724727,38.98735906,9763873.132077102,10053497.980022442,0.0481966481171645,0.0245955924313267,5962.551928518772,989786.2491815868,3169726875.282222,4073842255.677549,3617688500.22872,,0.0123831494423027,0.023425969634142,60813224039.44035,60813224039.4403,483686.682247624,431252.649449222,2.3684463e-05,479726858.6718386,622310.025,2489240.1,0.0271948150646709,0.363270484392,123713,336826,789.531444423776
2015-10-11,296821,42.50159641904352,37.235779753814406,52.05173362,45.60268442,9083489.544000247,9916902.924675953,0.0458803323097985,0.0248528165400351,4809.543475371575,911937.3471866528,3203409529.717617,4074743345.0622425,3656429914.913465,,0.0124228288941413,0.0233542267039657,60813224039.44035,60813224039.4404,441364.097550958,431052.851040168,2.3914112e-05,485076403.88352567,542098.910958904,2168395.6438356163,0.0248091122986218,0.363758289443,104828,299476,757.6445822070169
2015-10-12,307438,42.00707009581528,36.79905494548906,37.4256616,32.78564714,16681783.650937423,16272874.734824488,0.0468883995790204,0.0246093637346581,6337.99874789535,879970.4113282579,3172495968.786511,4070664845.151387,3621485952.20494,,0.012029019994255,0.023338771183459,60813224039.44035,60813224039.4404,429271.930494767,432620.705110237,2.3725853e-05,477919603.5746668,579011.23943662,2316044.9577464787,0.0241235897117992,0.363107651455,135172,295292,1055.4547777823122
2015-10-13,307430,42.48878170046709,37.21820674767661,31.30266523,27.41968632,19699494.01766246,19428402.20790928,0.046154321819932,0.0250471300701344,6218.971784983103,864083.1766870864,3229435558.156192,4072757325.895196,3686765011.986784,,0.0113176089301702,0.0233137006665363,60813224039.44035,60813224039.4404,414156.721674529,432174.649519808,2.4147773e-05,486726987.6817895,549267.510948905,2197070.043795621,0.0232687519305659,0.363382123705,134743,294186,1333.627794905458
2015-10-14,317192,42.83101296077131,37.51279238867976,35.41997757,31.02196687,21432520.810905177,17321964.324089054,0.0486529272587909,0.0253142325540619,6972.791575948148,968913.6286303004,3264264969.66638,4071007345.030711,3727042598.5500207,,0.0114054074166931,0.0232451310846408,60813224039.44035,60813224039.4404,459502.348135244,433145.735475997,2.4405268e-05,491814357.1619567,535152.855263158,2140611.4210526315,0.025809762341557,0.362812782597,143317,316282,1249.796663886907
2015-10-15,360598,42.8650377762441,37.518430105883,35.94467851,31.46125556,19203953.7961128,18986772.17241191,0.0470343272171912,0.0254693015002922,7130.451040453407,1064106.4633025797,3283072473.369251,4072620176.755721,3750930547.892337,,0.0113709728099484,0.023248124929612,60883825480.09828,60851076619.0703,502137.288713881,434782.951434896,2.452725e-05,495282283.11528176,529904.644578313,2119618.578313253,0.0281790344760194,0.363280128438,151601,366169,1235.0025182159195
2015-10-16,342212,43.83655623924613,38.36459044418324,33.0846302,28.95479017,24157859.06198346,23709827.695617106,0.0520732154592419,0.0262737363237873,7485.941307989719,953340.4489643323,3387225503.7317133,4075994635.462723,3870347619.255164,,0.0123021574224819,0.0233578177115178,60883825480.09828,60883825480.0984,435823.398820657,435908.532434655,2.531767e-05,511186533.9179763,587464.020833333,2349856.083333333,0.0244384897870845,0.3636930518,143758,351269,1288.538962824452
2015-10-17,375203,44.93158936230902,39.31857172456973,33.95875049,29.71649981,28673650.147604037,26826738.811274685,0.0542586051143496,0.0271930938924605,7638.743462418613,932203.9358060756,3506169739.533684,4079877373.7005463,4006701466.036159,,0.0132469519665909,0.0234863705097538,60883825480.09828,60883825480.0984,411610.987775065,435931.897773804,2.6212608e-05,529115266.85374576,608888.492647059,2435553.970588235,0.0230754699390751,0.363836305236,140784,392861,1007.1431235707448
2015-10-18,327671,43.427226157927045,37.998253231909416,46.54841859,40.72925567,13088012.55573205,14778778.350046469,0.0502828325683592,0.0263481677381648,5697.447192655645,960818.5277011296,3397716653.518159,4080632086.894014,3883162961.001024,,0.0148258764183845,0.0233927578433458,60883825480.09828,60883825480.0984,438849.950201356,436107.305536002,2.534029e-05,513289450.4735177,518913.84137931,2075655.3655172412,0.0245964717448339,0.364029778761,113308,327846,767.8673448636667
2015-10-19,349142,43.276681352120825,37.86140199674511,31.08434646,27.19471319,19226869.56995193,20275346.33018164,0.0518256265075324,0.0264362728229106,7601.4719423658,1098097.725887428,3409570713.7157555,4081969164.0178914,3897238283.402315,,0.0147481919993142,0.0233901003266087,60883825480.09828,60883825480.0983,499380.977815336,440463.436844828,2.5450438e-05,513056783.6557936,511285.381818182,2045141.5272727276,0.0279812568451178,0.363457455962,146674,342506,1048.0219061311395
2015-10-20,403962,44.0283055857568,38.51327098510456,31.93845063,27.93780473,21211110.979427867,19464313.054893862,0.059025443748571,0.0270832211864407,8709.145199657896,875372.2231657603,3493250625.349708,4086354108.826672,3993478146.273724,,0.0150977096624855,0.0234475641962604,60883825480.09828,60883825480.0984,387398.576729473,440791.863819952,2.6152969e-05,526093228.8090632,702443.1171875,2809772.46875,0.0217019612032879,0.362413557639,147549,375917,1035.7264640115125
2015-10-21,343508,43.38347279026041,37.94346417304311,38.45059053,33.62913364,18272789.32836773,17374202.209963515,0.050168884689979,0.0268040217708942,7286.478643487869,972231.262395679,3457559331.263704,4087624314.813674,3953274547.7456384,,0.0146353975508868,0.0234149995194415,60883825480.09828,60883825480.0984,435823.398820657,442341.174690329,2.5819349e-05,521028219.1473708,550591.805555556,2202367.222222222,0.0244087470297871,0.360803717666,145239,349635,940.623963309566
2015-10-22,352887,44.30334031147935,38.74514064654839,34.17846196,29.89050727,21252409.010628007,19522483.77988712,0.054818909369729,0.0275414956458212,8334.886256211077,1027370.2251515954,3553319360.473227,4090371107.850443,4063062212.072204,,0.015024382310847,0.0234345561145273,60883825480.09828,60883825480.0984,447929.604343453,441836.045487795,2.6546267e-05,535692730.661823,559633.25,2238533.0,0.0250804758998673,0.360801269849,152044,358507,1111.0587549873278
2015-10-23,361424,44.516915723740176,38.92862373195796,36.41061463,31.83992183,19092577.72384616,17748403.91145271,0.0561972412650546,0.0278612778026885,7775.113117985383,1045607.711268132,3595179756.7336206,4093737734.055418,4111275942.971991,,0.0149789510724895,0.023355159028802,60883825480.09828,60883825480.0984,450956.155724152,441333.482121004,2.6836181e-05,542369755.9696294,540295.093959732,2161180.375838926,0.0252435645903133,0.361172166817,138354,339128,1022.639079254568
2015-10-24,378880,44.979429097093686,39.33002047640658,39.48714087,34.52756271,17373607.397536937,14564611.59680668,0.0545749321225891,0.028361114289889,7847.6569394998205,1035938.049947976,3660292527.524266,4097292601.2786303,4186061085.708385,,0.0149722817378705,0.0232856536469934,60883825480.09828,60883825480.0984,438849.950201356,442197.124355163,2.7321465e-05,550935569.610538,538642.806896552,2154571.227586207,0.0245598516590806,0.361467123973,143796,406019,877.8767459120082
2015-10-25,371558,45.15843374875492,39.48233949384022,37.36440846,32.6679678,21700822.308989886,19869208.552010678,0.0538328382672689,0.028604969345412,7026.262050643941,1115468.8241853588,3692340714.943896,4100899508.243432,4223162195.837914,,0.0149758076261957,0.023282044310697,60883825480.09828,60883825480.0984,469115.464008346,441709.956002831,2.7520983e-05,556013193.3159091,522467.870967742,2089871.483870968,0.0262467438079249,0.36067926592,130520,370671,1013.2635487245024
2015-10-26,371860,45.09481546889254,39.42253542544002,36.46320533,31.87665786,22591310.98585062,17772428.104378894,0.0659738950056141,0.0286703382817066,7640.898597865219,1183124.7681478355,3701413631.0616255,4103861742.6467247,4233988576.976577,,0.0148671436351441,0.0232820787940765,60883825480.09828,60883825480.0984,496354.426434637,443802.179639471,2.7588298e-05,557663053.6184847,473399.68902439,1893598.756097561,0.0277630382836168,0.36027672005,115817,307981,1334.7942462859603
2015-10-27,353786,46.18937144631064,40.37404067283633,34.04909967,29.76225248,25230309.27496903,21745852.640077427,0.0556165709282686,0.0295562913793104,8539.312683755428,1094733.0208734127,3816234289.748637,4110163524.340899,4365910872.377493,,0.0152847904465832,0.0231421029695858,60883825480.09828,60883825480.0984,444903.052962754,443982.719073155,2.8479286e-05,574784993.5312451,544462.918367347,2177851.673469388,0.0248789711915984,0.360102787652,153539,351559,1396.8868311098192
2015-10-28,355701,47.06691444231731,41.13676965929945,28.38605348,24.80958349,31673467.772327688,28464837.429456,0.0575205693025878,0.0304442097019287,9262.249671949196,1067198.5368139716,3931391038.837368,4117997303.814933,4498127762.504589,,0.0153311459933819,0.0232048117025462,60883825480.09828,60883825480.0984,420690.641917162,443946.093400333,2.936085e-05,592140145.6839783,597482.323741007,2389929.294964029,0.0235194806150405,0.3593399094,161025,353881,1484.188541482083
2015-10-29,385081,47.91381055938457,41.87312605480262,22.7626989,19.89291499,39028337.53431724,36611469.34750685,0.0670795370381323,0.0314879462302747,10764.92410387947,1199434.8942967495,4066839546.589284,4128856567.865166,4653528359.828375,,0.0155880985450771,0.0233160536042787,62253982449.76082,62090652479.8673,466068.004514329,442374.150962066,2.97861e-05,610679041.1610897,593706.688741722,2374826.754966888,0.0255434130466266,0.359885922423,160480,365056,1912.7479051160717
2015-10-30,372016,49.03517387669877,42.84974725552903,21.9948303,19.22034419,43771869.38783163,44774146.02264103,0.0625828758887628,0.0328492321157218,10245.004531618126,1414549.677478725,4243550798.986679,4145383205.204153,4856113853.881978,,0.0165253172975568,0.0234701852178706,62253982449.76082,62253982449.7609,529187.24527939,445462.482683251,3.0938204e-05,637675173.3961447,508034.257309942,2032137.029239766,0.0289182814736624,0.360748944083,163703,385966,1987.4229393729909
